SAVM_GROUP_ID,BUSINESS_SUB_ENTITY_KEY,BOOKINGS
-999,1,0.45962262925268826
-999,3,0.39812829875052086
-999,4,0.39058064878857984
-999,7,0.3905780274595365
-999,8,0.39127789218389275
-999,9,0.3914814820729265
-999,10,0.39106484140612785
-999,11,0.3905875486087055
-999,12,0.3921745373678138
-999,14,0.3927231785235656
-999,15,0.41769582706411357
-999,16,0.3952210640601295
-999,19,0.39265640995850737
-999,21,0.3910274196742676
-999,23,0.3911504413579918
-999,24,0.3911759616533909
-999,25,0.3907282567309176
-999,28,0.39498222181499554
-999,29,0.3920138227802593
-999,34,0.3906228913554624
-999,51,0.3905780274595365
-999,54,0.3905780274595365
-999,57,0.39184952269665696
-999,60,0.392929570522956
-999,1022,0.3905780274595365
-999,5347,0.3905780274595365
-999,8880,0.39057995579354543
-999,22198,0.3909757463488728
-999,44383,0.39087399659968425
-999,52407,0.3904409048333722
-999,72267,0.3905780274595365
-999,75564,0.39129651265916626
-999,86478,0.38953401537502885
-999,100838,0.3913511086157933
-999,100839,0.3906081576784256
-999,100840,0.390661849728486
-999,100841,0.3932137286172992
-999,205039,0.3922225950669419
-999,216958,0.39059776275290886
-999,216959,0.39059315282941887
-999,216960,0.3907056590667508
-1,1,0.34250423879451886
-1,2,0.39056874735211866
-1,3,0.40854784065609634
-1,4,0.39190321474671735
-1,8,0.3829715934405428
-1,9,0.36719197598525133
-1,10,0.39143791377641285
-1,14,0.39054645099014074
-1,15,0.4047299803602194
-1,16,0.39381711638077255
-1,19,0.39038055400493726
-1,20,0.3905780274595365
-1,21,0.3940176028572607
-1,23,0.38985191931452784
-1,24,0.3900495434202215
-1,25,0.4689502218955035
-1,28,0.39032261359401355
-1,29,0.3928863336588501
-1,34,0.3901388795192277
-1,35,0.390567572273582
-1,51,0.3905780274595365
-1,54,0.3905584729474775
-1,56,0.3905780274595365
-1,57,0.3915340291746691
-1,60,0.3917287005189116
-1,1025,0.3905661561532942
-1,5347,0.3954138673308009
-1,8880,0.38965191492154194
-1,22198,0.3903462055554037
-1,44383,0.39072870868420095
-1,52407,0.39249241117709394
-1,72267,0.39066272350483383
-1,75564,0.39061114057009566
-1,75565,0.39057627990684096
-1,75566,0.3905778466782232
-1,86478,0.39057579782333873
-1,97250,0.3905777562875665
-1,100838,0.3875623842415821
-1,100839,0.39078493167264805
-1,100841,0.3897609561837016
-1,115361,0.38991935074440165
-1,155242,0.39053370590755065
-1,155315,0.3905752253491798
-1,158486,0.3913027496144763
-1,205039,0.3919533815611677
-1,216958,0.39047055296875904
-1,216959,0.39048085750361916
-1,216960,0.39256858037044556
107503644,8,0.3905780274595365
113437893,1,0.39058565040491544
113461065,1,0.3905780274595365
113461065,3,0.3905780274595365
113461065,10,0.3905780274595365
113461065,16,0.3905780274595365
113461065,29,0.3905780274595365
113461065,52407,0.3905741707915187
113461065,100841,0.3905780274595365
113461065,216958,0.3905780274595365
113461065,216960,0.3905780274595365
113461115,1,0.3905780274595365
113461115,16,0.3905780274595365
113461115,29,0.3905780274595365
113461115,52407,0.3905273785615839
